gene_ID,genes,MLS0036,MLS0037,MLS0038,MLS0039,MLS0040,MLS0041,MLS0042,MLS0043,MLS0044,MLS0045,MLS0046,MLS0047,MLS0048,MLS0049
ENSMUSG00000033855.15,Ston1,0,0,0,0,0,0,0,0,0,59.457492,0,0,0,0
ENSMUSG00000027744.4,Stoml3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028455.15,Stoml2,0,0,0,0,0,0,0,0,0,0,26.939966,0,36.1552,0
ENSMUSG00000032333.6,Stoml1,0,0,0,0,0,0,0,0,0,0,17.138651,7.628318,0,29.235859
ENSMUSG00000026880.11,Stom,0,0,0,0,0,0,0,0,35.384703,10.801636,13.62325,88.815869,9.362264,23.026847
ENSMUSG00000042694.17,Stn1,170.522755,0,0,0,101.728145,0,0,0,0,0,8.387624,0,24.602345,0
ENSMUSG00000063529.3,Stmnd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022044.14,Stmn4,0,0,74.088493,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027581.12,Stmn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027500.10,Stmn2,0,0,0,0,0,0,9.725731,0,0,0,0,0,0,0
ENSMUSG00000111564.1,Stmn1-rs1,0,0,0,0,0,0,0,0,0,0,0,0,14.119388,0
ENSMUSG00000028832.11,Stmn1,0,0,51.747996,580.331631,634.519191,93.425437,70.02935,114.441681,164.608875,56.800303,68.894508,68.024018,99.675274,25.553493
ENSMUSG00000049897.14,Stkld1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042608.15,Stk40,0,0,14.252665,0,0,392.224482,0,0,103.730987,17.074397,41.033239,42.598961,44.85332,55.328201
ENSMUSG00000018209.15,Stk4,0,0,0,0,0,0,47.82975,0,75.850769,0,49.136018,93.967476,40.804227,4.99738
ENSMUSG00000027030.15,Stk39,0,0,51.61625,0,54.693988,0,0,0,47.996443,0,14.899637,6.647684,7.247554,106.747462
ENSMUSG00000001630.13,Stk38l,0,0,0,0,0,0,36.480847,0,0,0,1.433915,0,4.273875,0
ENSMUSG00000024006.17,Stk38,0,467.517077,0,55.060998,48.671894,0,0,0,70.29756,173.161014,53.016366,150.123649,78.556613,0
ENSMUSG00000033276.18,Stk36,41.941605,0,14.241932,0,0,29.706585,0,0,15.669547,29.696747,2.141289,5.070895,0,6.73885
ENSMUSG00000037885.18,Stk35,0,0,0,0,0,0,0,0,0,0,5.035584,0,2.263376,11.291407
ENSMUSG00000031027.15,Stk33,0,0,38.937794,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000015981.12,Stk32c,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029123.8,Stk32b,0,0,0,0,0,0,0,0,0,8.705657,0,0,0,0
ENSMUSG00000039954.9,Stk32a,0,0,10.195837,0,0,0,0,0,0,0,0,3.100712,0,0
ENSMUSG00000023403.14,Stk31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022329.15,Stk3,0,0,0,0,0,0,112.281501,0,6.081947,11.926218,21.186067,4.68166,24.788066,7.968409
ENSMUSG00000031112.10,Stk26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026277.14,Stk25,0,470.10323,0,0,0,32.024953,11.346434,0,0,10.67145,22.880424,43.74854,43.333867,76.327245
ENSMUSG00000063410.8,Stk24,0,0,0,0,0,0,24.808609,0,5.936143,0,27.156492,11.525702,75.777392,27.001186
ENSMUSG00000092202.1,Stk19-ps1,0,0,0,0,0,0,0,0,0,0,10.061359,0,0,0
ENSMUSG00000061207.11,Stk19,0,0,0,0,0,0,54.149938,0,19.452619,0,37.875208,0,26.474258,0
ENSMUSG00000026094.14,Stk17b,0,0,0,0,0,0,105.210113,0,14.471715,0,42.560586,0,43.35183,0
ENSMUSG00000026201.12,Stk16,0,0,64.171459,0,0,0,0,146.000987,72.777333,94.901201,19.694228,0,35.024328,33.566989
ENSMUSG00000026213.15,Stk11ip,77.27094,0,0,0,0,0,0,0,0,0,10.797441,0,20.706248,81.436022
ENSMUSG00000003068.16,Stk11,0,0,351.463025,0,55.34088,0,59.227339,0,34.791042,0,80.451342,181.127582,125.308826,48.943249
ENSMUSG00000020272.8,Stk10,0,0,0,25.339452,32.465592,0,0,19.168148,15.802944,0,14.834466,23.259984,3.893647,0
ENSMUSG00000044457.8,Stk-ps2,0,64.056924,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092555.1,Stk-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024966.9,Stip1,60.508074,0,24.075482,60.415601,116.109154,0,31.493282,0,60.285081,28.561822,83.898755,0,58.79506,9.721965
ENSMUSG00000006526.13,Stimate,0,0,0,0,0,0,0,0,27.481333,7.876546,1.958161,24.087573,13.535702,0
ENSMUSG00000039156.19,Stim2,0,0,0,0,0,0,60.025137,0,3.22925,0,15.974499,0,27.740221,0
ENSMUSG00000030987.5,Stim1,0,0,139.972384,30.601678,0,41.249604,8.054216,0,7.260188,7.232882,22.094936,10.732171,20.832091,0
ENSMUSG00000028718.16,Stil,0,0,0,0,0,0,0,0,2.983051,0,0.65121,0,0,0
ENSMUSG00000054905.2,Stfa3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059657.5,Stfa2l1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022902.8,Stfa2,0,0,0,0,0,0,0,0,0,0,0,0,13.849591,0
ENSMUSG00000071562.6,Stfa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000012428.9,Steap4,121.284647,284.266557,0,80.732861,25.859281,57.269349,63.126312,91.60613,10.069806,38.166923,5.495745,29.327524,10.337809,12.991381
ENSMUSG00000026389.16,Steap3,0,0,0,0,0,0,6.435424,18.67761,0,0,2.837819,5.9796,0,0
ENSMUSG00000015653.13,Steap2,0,189.200055,39.628175,44.313181,0,0,0,0,5.527181,41.898621,0.7329,5.365828,7.544767,14.261588
ENSMUSG00000015652.9,Steap1,0,0,0,0,0,0,26.986926,156.648965,12.914731,24.474927,1.409681,25.07543,5.30338,33.32342
ENSMUSG00000020303.2,Stc2,0,632.017679,0,0,40.977415,0,0,0,0,0,3.878987,0,0,0
ENSMUSG00000014813.9,Stc1,0,0,0,0,19.439131,0,15.817927,0,0,0,0.82626,7.348768,6.216971,4.882989
ENSMUSG00000047963.7,Stbd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025920.19,Stau2,57.341885,0,0,0,0,0,0,0,0,27.194363,10.037714,0,32.014539,0
ENSMUSG00000039536.16,Stau1,0,0,31.585937,0,103.535574,30.969036,96.280689,92.970015,14.747594,20.599914,50.535189,90.281198,76.333847,13.990756
ENSMUSG00000002147.18,Stat6,209.443382,0,0,0,106.231569,172.275469,0,138.021653,216.327965,50.947714,55.125113,69.766382,47.357423,5.428848
ENSMUSG00000020919.11,Stat5b,24.854749,0,0,0,0,0,52.139149,0,0,17.637346,7.290891,0,13.941101,4.009639
ENSMUSG00000004043.14,Stat5a,33.948434,0,13.732816,0,0,24.445876,0,103.879367,4.298377,32.329281,2.340357,49.8438,10.49368,32.973926
ENSMUSG00000062939.11,Stat4,0,0,0,0,0,0,0,33.633724,0,0,0,0,2.277352,0
ENSMUSG00000004040.16,Stat3,0,0,37.331385,0,0,0,135.28006,0,53.857486,0,77.958256,184.81912,99.845322,45.141253
ENSMUSG00000040033.16,Stat2,0,0,0,0,0,104.927209,77.105387,0,3.613953,75.354513,51.258266,148.296623,17.773675,115.171531
ENSMUSG00000026104.14,Stat1,0,0,0,0,0,23.227522,45.536825,0,30.375386,41.489755,44.210716,124.70771,29.690948,323.125396
ENSMUSG00000033705.17,Stard9,0,0,0,8.39474,0,0,84.151188,0,13.187306,1.983762,8.912216,9.239939,14.824398,0
ENSMUSG00000031216.13,Stard8,0,0,0,0,16.438854,0,13.376554,126.928968,49.267002,0,63.693722,9.321815,53.661498,4.129338
ENSMUSG00000027367.16,Stard7,0,0,0,0,26.182937,92.160637,11.311226,0,10.624732,0,40.90455,5.15185,47.171354,21.00932
ENSMUSG00000079608.10,Stard6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046027.17,Stard5,0,0,0,44.97037,0,0,0,0,6.397551,62.456764,6.983116,0,7.881382,0
ENSMUSG00000024378.9,Stard4,0,0,0,0,0,0,45.587097,0,3.116562,0,3.235843,0,13.330072,8.041555
ENSMUSG00000003062.13,Stard3nl,122.581561,0,0,0,0,0,0,0,0,0,26.433133,13.799728,50.700065,34.08377
ENSMUSG00000018167.10,Stard3,0,0,0,0,0,301.047704,47.141538,0,0,86.755505,40.934176,42.20323,30.238233,88.795277
ENSMUSG00000016128.14,Stard13,0,0,0,37.745553,178.525235,26.769063,72.634396,0,0,0,0.513631,4.56824,0,0
ENSMUSG00000030688.15,Stard10,0,0,77.805136,0,0,0,0,0,0,0,0,0,9.317433,0
ENSMUSG00000031574.8,Star,0,0,0,0,0,0,0,0,0,0,2.739188,0,0,0
ENSMUSG00000038781.7,Stap2,0,0,0,0,0,0,0,0,0,0,2.289027,0,0,0
ENSMUSG00000029254.16,Stap1,0,0,0,0,0,0,0,0,0,0,1.891872,0,11.602228,0
ENSMUSG00000086657.2,Stamos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024776.18,Stambpl1,0,0,0,0,0,0,0,0,0,0,35.660842,0,29.730154,0
ENSMUSG00000109797.1,Stambp-ps2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107505.1,Stambp-ps1,0,0,0,0,0,0,0,0,0,59.260158,0,0,0,0
ENSMUSG00000006906.10,Stambp,15.215438,0,0,315.237841,0,0,0,0,0,0,7.75287,14.154264,23.13171,21.058603
ENSMUSG00000055371.17,Stam2,0,0,0,0,0,0,17.209628,0,24.723221,0,9.796645,0,11.985075,0
ENSMUSG00000026718.17,Stam,0,0,0,0,0,18.06848,0,0,25.735134,0,8.994974,0,12.496421,0
ENSMUSG00000036928.14,Stag3,0,692.413021,0,30.003358,0,0,0,0,40.81369,0,16.196867,0,8.469933,41.74991
ENSMUSG00000025862.14,Stag2,0,0,0,0,0,0,11.27448,48.705624,5.343425,0,9.644122,0,17.237472,3.427441
ENSMUSG00000037286.15,Stag1,0,0,0,0,0,0,51.905902,0,123.539449,0,19.363537,0,24.682395,0
ENSMUSG00000040287.9,Stac3,0,0,0,0,0,0,0,0,0,17.595356,3.062435,0,4.121194,0
ENSMUSG00000017400.10,Stac2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032502.8,Stac,0,0,0,0,35.766574,0,0,0,38.093783,0,9.08137,36.981723,0,0
ENSMUSG00000035459.18,Stab2,0,0,0,0,9.915658,21.959747,4.034263,0,4.536006,0,0,6.237444,0,0
ENSMUSG00000042286.13,Stab1,0,0,281.459355,526.242627,1042.172212,472.629712,1631.165539,0,922.066593,771.405483,1081.125356,436.641864,1296.92433,697.743504
ENSMUSG00000003418.11,St8sia6,0,0,0,0,10.709639,0,4.357301,12.646248,0,0,2.140627,2.024336,0,0
ENSMUSG00000025425.18,St8sia5,201.184515,0,0,0,0,142.495853,0,151.954393,0,0,3.605069,27.048983,10.288888,32.324759
ENSMUSG00000040710.10,St8sia4,0,0,0,0,15.133897,0,0,0,0,0,3.538587,0,1.210233,0
ENSMUSG00000086128.8,St8sia3os,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056812.14,St8sia3,0,0,33.323123,0,8.370374,0,0,0,0,0,0,0,0,0
ENSMUSG00000025789.9,St8sia2,0,0,0,0,0,0,0,0,0,0,0,2.872837,0,0
ENSMUSG00000030283.7,St8sia1,0,0,70.520247,0,0,0,3.691905,0,1.76678,0,0.192849,1.715203,0,0
ENSMUSG00000045576.16,St7l,0,0,0,0,0,0,135.731716,0,0,0,10.156023,6.281625,48.282832,0
ENSMUSG00000029534.17,St7,0,322.123049,0,0,0,0,0,0,33.137936,22.32047,13.102389,0,0,22.082213
ENSMUSG00000026811.18,St6galnac6,0,0,0,0,34.683828,0,0,0,0,12.628216,10.901338,6.550954,8.315559,0
ENSMUSG00000039037.5,St6galnac5,22.50768,52.753425,0,0,0,0,0,17.00002,0,0,2.760998,5.442523,1.151078,0
ENSMUSG00000079442.12,St6galnac4,0,74.757105,0,125.439007,28.845357,0,51.40368,94.915178,59.45601,0,43.964973,39.083132,57.294099,7.108952
ENSMUSG00000052544.9,St6galnac3,15.614031,0,0,0,138.751756,0,0,11.793257,1.944561,0,0.212255,0,0,0
ENSMUSG00000057286.6,St6galnac2,0,0,0,34.959124,0,0,0,0,0,0,0,5.117835,0,0
ENSMUSG00000110170.1,St6galnac2,0,0,0,0,0,0,0,0,0,0,0,9.163036,0,0
ENSMUSG00000009588.9,St6galnac1,0,0,0,0,0,0,0,0,6.640936,0,0,0,0,8.567685
ENSMUSG00000024172.10,St6gal2,0,0,0,81.560435,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022885.16,St6gal1,0,0,0,0,0,39.468055,0,0,13.856763,0,19.761356,10.665628,26.676083,8.813886
ENSMUSG00000031024.13,St5,0,0,115.47488,0,0,0,10.886064,0,0,0,5.294048,0,14.880474,12.955925
ENSMUSG00000022747.17,St3gal6,0,0,0,0,0,46.242411,88.712234,0,33.161522,91.816675,72.701866,97.648998,62.176709,94.26129
ENSMUSG00000056091.12,St3gal5,0,0,0,0,34.959156,0,14.41755,0,20.608386,13.164747,14.422504,0,8.457632,80.797963
ENSMUSG00000032038.7,St3gal4,0,0,0,0,0,0,0,0,27.618452,0,6.621127,7.361045,9.341037,25.87614
ENSMUSG00000028538.12,St3gal3,209.717715,0,0,0,0,35.44229,0,0,0,0,3.614926,0,11.274426,44.711452
ENSMUSG00000031749.12,St3gal2,29.015246,0,46.619405,0,0,20.551046,0,0,0,0,6.202383,3.50805,0,0
ENSMUSG00000013846.10,St3gal1,0,0,0,0,0,0,6.094453,0,58.368927,5.492364,12.741165,12.064508,2.79119,19.663401
ENSMUSG00000033740.17,St18,0,0,0,0,0,0,0,164.682222,0,49.889898,0,2.684653,0,0
ENSMUSG00000031995.9,St14,39.138085,0,0,0,0,0,0,228.291545,0,0,3.561866,0,0,0
ENSMUSG00000022403.15,St13,38.120448,0,354.641555,0,174.702333,519.392389,178.119952,553.097197,246.199523,0,160.044104,100.151961,266.271406,290.74152
ENSMUSG00000068218.6,Ssxb9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079703.12,Ssxb8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079702.5,Ssxb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000071816.5,Ssxb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079701.7,Ssxb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023165.13,Ssxb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068219.8,Ssxb10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079705.4,Ssxb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062814.9,Ssxa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035371.8,Ssx9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036825.12,Ssx2ip,0,0,0,0,0,0,0,0,24.438644,9.294201,11.697928,0,46.244185,35.971704
ENSMUSG00000029038.9,Ssu72,0,0,105.382151,0,184.651794,103.233151,75.682777,0,10.21551,0,25.21352,32.439813,43.096793,0
ENSMUSG00000034387.13,Ssu2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095302.2,Ssty2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095267.2,Ssty1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050824.12,Sstr5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037014.4,Sstr4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044933.3,Sstr3,59.672992,69.930681,125.149235,333.029584,182.111667,222.778796,89.614764,237.566328,82.057327,67.196782,14.040759,123.594698,46.732026,9.587791
ENSMUSG00000047904.6,Sstr2,0,0,0,0,0,0,0,0,0,0,0,0,10.899114,0
ENSMUSG00000035431.4,Sstr1,0,0,0,0,0,0,0,0,0,0,0.975498,8.629626,3.562632,0
ENSMUSG00000004366.4,Sst,0,0,0,176.638124,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027067.16,Ssrp1,61.063839,144.996471,155.338064,0,0,173.590377,190.352327,0,220.043082,29.332532,134.026489,62.232561,289.246566,60.364904
ENSMUSG00000002014.12,Ssr4,160.828758,0,0,0,0,119.003325,84.160842,0,28.92567,0,52.383735,60.508202,57.152201,0
ENSMUSG00000027828.12,Ssr3,0,0,0,0,0,0,56.127695,0,0,60.746899,78.502231,67.463297,56.509994,80.856895
ENSMUSG00000041355.13,Ssr2,0,0,0,0,0,0,0,0,0,26.331028,43.533569,27.538194,132.325046,166.607588
ENSMUSG00000021427.10,Ssr1,13.666669,0,10.875628,0,0,64.212486,65.790996,0,92.461548,16.495403,36.425023,22.744322,77.38175,23.12812
ENSMUSG00000029797.13,Sspo,78.537346,0,0,43.361219,0,30.758736,0,0,0,8.288569,0.954794,10.501112,1.796021,5.642588
ENSMUSG00000085414.1,Sspnos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030255.13,Sspn,0,0,11.394392,0,0,0,7.475647,0,3.577509,0,0,0,1.469047,0
ENSMUSG00000026966.6,Ssna1,0,0,0,0,0,0,35.316851,0,0,56.753545,29.300465,36.177999,22.692652,0
ENSMUSG00000029784.13,Ssmem1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034616.17,Ssh3,270.808719,0,0,0,173.218598,0,0,0,7.982469,0,10.244484,32.669208,14.18621,15.299953
ENSMUSG00000037926.15,Ssh2,80.136821,0,0,0,0,0,117.615154,21.528191,90.853214,16.400175,94.843656,22.432985,61.033048,0
ENSMUSG00000042121.16,Ssh1,0,0,14.300785,0,0,0,0,0,0,5.390656,3.65856,11.570919,7.592968,0
ENSMUSG00000035279.8,Ssc5d,0,0,0,0,0,20.77792,7.634296,0,0,0,0,0,1.500266,0
ENSMUSG00000029699.13,Ssc4d,0,0,0,155.501582,0,0,0,0,0,65.586378,1.45509,0,0,0
ENSMUSG00000070003.7,Ssbp4,0,0,0,199.919523,0,700.711733,397.418711,354.1879,257.514353,108.049751,233.319883,81.922328,387.960073,11.211107
ENSMUSG00000061887.14,Ssbp3,0,0,0,0,92.707882,0,0,94.160753,0,0,24.983111,34.708552,16.148478,0
ENSMUSG00000003992.15,Ssbp2,0,0,0,77.988947,0,0,0,0,0,0,1.061792,0,16.456681,0
ENSMUSG00000029911.14,Ssbp1,0,0,0,0,86.996754,0,0,386.251347,83.988406,0,29.832589,12.940578,34.315145,7.223794
ENSMUSG00000068882.13,Ssb,0,0,51.204225,0,0,0,133.304474,0,144.070226,65.512359,79.325372,15.158933,161.13618,46.089108
ENSMUSG00000032526.11,Ss18l2,0,0,0,0,0,0,0,0,13.51925,0,5.934999,0,0,0
ENSMUSG00000039086.9,Ss18l1,0,0,0,0,0,0,0,22.182619,0,0,1.596968,0,1.501993,0
ENSMUSG00000037013.17,Ss18,0,503.79788,207.936543,0,0,65.260581,0,92.102403,23.151395,0,42.364576,9.685162,64.822438,0
ENSMUSG00000069036.3,Sry,0,0,0,0,0,0,0,0,13.371312,0,0,0,0,0
ENSMUSG00000032802.8,Srxn1,0,0,135.336288,0,0,32.127453,11.804381,0,5.649047,10.705605,5.549491,0,6.959272,0
ENSMUSG00000096819.1,Srsy,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091821.1,Srsx,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029538.14,Srsf9,0,0,56.276419,0,0,0,194.586203,0,27.508013,0,45.840209,38.209772,43.242228,49.436296
ENSMUSG00000024097.11,Srsf7,0,0,0,0,33.951741,0,66.104392,0,60.879748,0,56.10851,12.057675,62.548342,0
ENSMUSG00000016921.14,Srsf6,151.901613,0,30.869704,0,0,0,59.641478,0,28.029894,35.935642,88.760558,45.485976,61.508642,15.726967
ENSMUSG00000021134.17,Srsf5,0,0,146.658887,0,111.49125,0,109.500323,0,150.002764,303.98753,189.314833,0,128.252583,62.724628
ENSMUSG00000028911.16,Srsf4,169.470925,132.40091,0,225.61496,216.799968,120.034008,58.807012,298.670776,92.795932,35.375042,26.370457,45.714997,10.323956,45.382349
ENSMUSG00000071172.13,Srsf3,0,0,19.563997,60.223362,0,42.816294,334.088767,0,191.760862,71.236486,78.3157,133.406372,141.42967,37.876401
ENSMUSG00000034120.18,Srsf2,0,0,80.17554,0,61.250887,255.703062,246.572871,444.984008,118.382234,19.814101,163.28598,97.083451,177.265934,110.920051
ENSMUSG00000054679.8,Srsf12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055436.18,Srsf11,0,0,30.389874,0,261.654974,0,195.479067,0,319.861192,56.249532,132.652507,60.876302,153.441349,72.312474
ENSMUSG00000028676.17,Srsf10,323.567898,0,163.113356,0,0,0,243.680708,0,12.292617,9.849258,44.278142,54.598837,70.643333,51.743272
ENSMUSG00000018379.17,Srsf1,0,0,506.610392,0,0,0,140.352989,0,63.349969,198.314431,52.207224,165.023817,136.76783,0
ENSMUSG00000037364.12,Srrt,339.319686,0,0,0,118.412224,189.794553,256.332844,0,140.002193,161.652232,185.484505,134.355533,303.966023,26.696843
ENSMUSG00000086219.7,Srrm4os,0,0,0,0,0,26.887618,9.879143,0,0,0,0.516044,0,0,0
ENSMUSG00000063919.11,Srrm4,0,876.696645,0,0,29.156779,0,0,0,43.683625,0,2.542385,0,1.984332,0
ENSMUSG00000085026.1,Srrm3os,0,0,0,0,0,0,0,0,0,0,1.364207,0,0,0
ENSMUSG00000039860.19,Srrm3,0,0,0,0,0,0,0,0,0,0,0,6.736218,0,0
ENSMUSG00000039218.17,Srrm2,0,442.754973,262.817451,0,431.385508,89.388131,154.238104,148.901225,72.856456,60.742484,146.22751,160.282138,76.442136,195.485989
ENSMUSG00000028809.16,Srrm1,167.893616,0,464.58207,160.320545,478.042954,242.195642,0,258.281628,214.568994,63.244016,105.041922,16.513228,81.869929,5.441975
ENSMUSG00000029346.12,Srrd,0,0,0,0,0,0,76.321395,0,56.935908,103.906482,24.292109,42.841427,22.855593,19.604004
ENSMUSG00000001323.17,Srr,0,0,0,0,0,0,0,152.931838,0,0,3.325756,34.492353,0,0
ENSMUSG00000031253.15,Srpx2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090084.7,Srpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032553.14,Srprb,0,0,16.537183,0,0,0,21.641994,0,0,0,34.43201,10.054833,41.858351,19.72047
ENSMUSG00000032042.11,Srpr,0,0,0,42.551316,0,119.028191,11.090517,0,54.413953,136.689879,29.929021,60.953863,42.072077,27.389112
ENSMUSG00000002007.5,Srpk3,0,0,0,0,41.184267,0,0,0,8.018737,0,0.865152,0,0,0
ENSMUSG00000062604.11,Srpk2,59.251944,0,88.455784,0,0,0,70.177349,0,13.540366,0,7.306474,10.699282,3.572375,9.605988
ENSMUSG00000004865.16,Srpk1,0,0,0,0,0,0,0,186.703707,80.644582,15.844295,16.904851,0,56.565265,8.685643
ENSMUSG00000026511.7,Srp9,0,0,0,0,0,0,24.282311,0,11.620423,0,24.322882,0,15.557528,0
ENSMUSG00000036323.14,Srp72,0,0,0,0,0,78.648611,138.417383,0,54.825261,0,66.689538,63.055573,141.627313,63.727599
ENSMUSG00000020780.15,Srp68,0,0,0,0,0,0,32.885352,0,0,75.509028,41.580347,15.365588,87.146638,30.342961
ENSMUSG00000079108.6,Srp54c,0,0,0,0,0,0,41.246504,0,13.702805,0,15.036257,0,18.561766,26.525712
ENSMUSG00000112449.1,Srp54b,0,0,0,0,0,0,27.312605,0,8.713724,0,22.985762,0,17.929287,16.862784
ENSMUSG00000073079.6,Srp54a,0,0,0,0,0,0,22.139119,0,13.640537,0,38.081595,0,31.710377,30.311422
ENSMUSG00000014504.16,Srp19,165.221616,0,0,0,0,294.75486,129.607606,0,20.576579,0,36.130086,25.157059,67.797594,0
ENSMUSG00000009549.14,Srp14,0,0,434.912948,0,0,226.427565,55.672287,0,20.326342,110.955429,95.953726,105.408084,50.880261,79.634924
ENSMUSG00000027579.6,Srms,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006442.10,Srm,0,0,0,0,0,67.520477,87.325332,0,56.204543,0,42.666527,11.525702,41.441255,0
ENSMUSG00000022519.14,Srl,0,0,0,0,0,0,8.788605,0,0,0,6.252729,0,0,0
ENSMUSG00000003161.15,Sri,0,0,126.279886,0,0,0,51.865406,0,7.002312,27.078711,56.115806,60.995967,18.329906,25.632218
ENSMUSG00000020077.14,Srgn,0,0,0,0,0,0,0,0,21.764929,0,68.304904,50.855312,55.515086,173.633423
ENSMUSG00000030257.16,Srgap3,0,0,0,0,0,10.592951,3.871692,0,0,3.481427,1.303689,6.213237,0,0
ENSMUSG00000026425.15,Srgap2,0,121.970903,0,75.527979,0,162.2272,99.658736,0,165.335302,69.128349,112.309223,88.00791,96.00856,81.771602
ENSMUSG00000020121.15,Srgap1,0,0,0,0,0,0,0,0,0,0,0,0,0.842056,0
ENSMUSG00000024528.8,Srfbp1,0,0,0,0,0,0,0,0,11.961686,0,32.27365,0,7.368024,0
ENSMUSG00000015605.6,Srf,0,0,0,0,0,34.534556,12.688807,0,24.937391,0,7.54651,11.790053,18.578525,47.004365
ENSMUSG00000021716.14,Srek1ip1,0,0,0,0,0,0,58.096588,43.523973,8.797381,13.213854,20.698316,0,24.382378,0
ENSMUSG00000032621.8,Srek1,0,412.687064,0,0,0,0,71.951243,0,155.558615,0,59.752613,24.913391,66.743804,0
ENSMUSG00000022463.8,Srebf2,0,507.995452,0,344.205627,0,0,23.110255,46.883441,77.994902,14.527058,46.406368,86.40973,43.058675,15.385813
ENSMUSG00000020538.15,Srebf1,0,0,133.092812,0,0,0,0,0,23.156118,9.421973,11.891734,0,47.45068,49.615895
ENSMUSG00000029233.15,Srd5a3,102.780838,0,0,0,0,0,0,0,12.800257,0,8.819163,12.426583,29.052779,0
ENSMUSG00000038541.8,Srd5a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021594.11,Srd5a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038453.17,Srcin1,0,208.606922,0,0,0,0,0,67.224485,25.72439,0,2.941529,4.119709,9.114441,0
ENSMUSG00000053877.12,Srcap,0,0,15.641567,0,0,71.724403,137.546025,0,48.544817,54.005845,16.471565,26.144032,0,10.620225
ENSMUSG00000027646.15,Src,0,0,58.138934,0,0,0,0,0,0,0,2.433678,0,17.058472,5.351768
ENSMUSG00000024135.10,Srbd1,0,0,106.932082,0,0,0,0,0,0,29.621145,4.848757,0,28.781021,0
ENSMUSG00000070637.2,Srarp,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006050.12,Sra1,0,0,0,167.5738,106.80223,0,0,0,68.568057,0,7.97257,0,18.4409,0
ENSMUSG00000015837.15,Sqstm1,0,0,278.648964,217.697462,0,200.760956,139.175913,0,121.923011,59.188473,64.185618,99.622621,164.243639,163.917754
